t	Ax	Ay	Az	wx	wy	wz	ax	ay	az	R11	R12	R13	R21	R22	R23	R31	R32	R33
0.1372	45.875	120.544	-25.829	-24.5987	-14.7670	28.6712	1.2152	-0.4426	-1.8098	0.294	0.720	0.639	0.482	0.464	-0.749	-0.828	0.528	-0.210
0.1373	36.980	122.295	-29.294	-24.4839	-14.8453	28.4935	1.1488	-0.7824	-1.7769	0.294	0.718	0.642	0.480	0.467	-0.748	-0.829	0.528	-0.208
0.1374	31.765	124.350	-33.003	-24.3789	-14.9401	28.3263	1.0492	-0.9486	-1.6720	0.294	0.716	0.644	0.479	0.470	-0.746	-0.830	0.528	-0.205
0.1375	31.825	123.813	-31.539	-24.2702	-15.0127	28.1452	1.0874	-0.7259	-1.8112	0.294	0.714	0.647	0.478	0.474	-0.745	-0.831	0.528	-0.202
0.1376	33.985	120.828	-26.169	-24.1482	-15.0449	27.9392	1.2197	-0.3214	-2.0601	0.294	0.712	0.649	0.477	0.477	-0.744	-0.831	0.528	-0.199
0.1377	34.283	117.314	-23.746	-24.0157	-15.0541	27.7386	1.3257	-0.0928	-2.0063	0.294	0.710	0.651	0.476	0.480	-0.742	-0.832	0.528	-0.196
0.1378	32.712	114.683	-30.084	-23.8980	-15.0846	27.5759	1.1762	-0.3043	-1.6270	0.293	0.707	0.654	0.474	0.483	-0.741	-0.833	0.528	-0.194
0.1379	33.219	114.044	-42.564	-23.8103	-15.1563	27.4371	0.8771	-0.7174	-1.3878	0.293	0.705	0.656	0.473	0.487	-0.740	-0.833	0.528	-0.191
0.1380	37.131	114.836	-51.951	-23.7164	-15.2360	27.2872	0.9397	-0.7967	-1.4986	0.293	0.703	0.658	0.472	0.490	-0.738	-0.834	0.528	-0.188
0.1381	40.941	116.102	-57.388	-23.5720	-15.2914	27.1256	1.4441	-0.5546	-1.6160	0.293	0.701	0.661	0.471	0.493	-0.737	-0.835	0.527	-0.185
0.1382	42.817	117.941	-64.795	-23.3727	-15.3155	26.9600	1.9925	-0.2407	-1.6559	0.293	0.699	0.663	0.470	0.496	-0.736	-0.835	0.527	-0.183
0.1383	45.252	119.620	-72.393	-23.1572	-15.3029	26.7692	2.1553	0.1261	-1.9081	0.293	0.697	0.665	0.469	0.499	-0.734	-0.836	0.527	-0.180
0.1384	48.791	119.317	-75.636	-22.9763	-15.2701	26.5446	1.8089	0.3279	-2.2466	0.293	0.695	0.667	0.467	0.502	-0.733	-0.837	0.527	-0.177
0.1385	50.090	115.819	-76.255	-22.8399	-15.2556	26.3290	1.3637	0.1449	-2.1556	0.293	0.692	0.670	0.466	0.505	-0.731	-0.837	0.527	-0.174
0.1386	48.661	110.115	-75.465	-22.7222	-15.2743	26.1769	1.1770	-0.1868	-1.5213	0.293	0.690	0.672	0.465	0.508	-0.730	-0.838	0.527	-0.172
0.1387	48.457	105.917	-72.241	-22.6180	-15.3242	26.0942	1.0420	-0.4988	-0.8269	0.294	0.688	0.674	0.464	0.511	-0.729	-0.839	0.527	-0.169
0.1388	51.579	106.329	-71.328	-22.5402	-15.4147	26.0436	0.7781	-0.9056	-0.5056	0.294	0.686	0.676	0.463	0.514	-0.727	-0.839	0.527	-0.166
0.1389	55.200	109.167	-76.227	-22.4704	-15.5318	25.9789	0.6976	-1.1706	-0.6471	0.294	0.684	0.678	0.462	0.517	-0.726	-0.840	0.527	-0.164
0.1390	55.321	109.168	-78.764	-22.3767	-15.6264	25.8639	0.9376	-0.9464	-1.1499	0.294	0.682	0.680	0.461	0.520	-0.725	-0.840	0.527	-0.161
0.1391	51.799	105.515	-73.286	-22.2647	-15.6785	25.6986	1.1201	-0.5210	-1.6530	0.294	0.680	0.683	0.459	0.523	-0.723	-0.841	0.526	-0.158
0.1392	48.663	102.388	-68.874	-22.1543	-15.7147	25.5227	1.1038	-0.3620	-1.7586	0.294	0.677	0.685	0.458	0.526	-0.722	-0.842	0.526	-0.156
0.1393	49.548	101.662	-72.587	-22.0425	-15.7566	25.3726	1.1182	-0.4192	-1.5009	0.294	0.675	0.687	0.457	0.529	-0.720	-0.842	0.526	-0.153
0.1394	53.816	100.298	-79.071	-21.9207	-15.7931	25.2429	1.2177	-0.3648	-1.2970	0.294	0.673	0.689	0.456	0.532	-0.719	-0.843	0.526	-0.150
0.1395	58.183	95.615	-84.833	-21.7861	-15.7975	25.0980	1.3458	-0.0439	-1.4495	0.295	0.671	0.691	0.455	0.535	-0.718	-0.843	0.526	-0.148
0.1396	61.123	89.117	-91.604	-21.6433	-15.7728	24.9223	1.4287	0.2467	-1.7569	0.295	0.669	0.693	0.454	0.538	-0.716	-0.844	0.526	-0.145
0.1397	63.017	84.797	-96.448	-21.5168	-15.7721	24.7482	1.2651	0.0069	-1.7412	0.295	0.667	0.695	0.453	0.541	-0.715	-0.844	0.526	-0.142
0.1398	62.812	84.391	-95.923	-21.4263	-15.8252	24.6099	0.9048	-0.5303	-1.3833	0.295	0.664	0.697	0.452	0.543	-0.713	-0.845	0.526	-0.140
0.1399	59.308	84.755	-92.483	-21.3529	-15.8934	24.4905	0.7335	-0.6820	-1.1940	0.295	0.662	0.699	0.451	0.546	-0.712	-0.845	0.526	-0.137
0.1400	54.634	82.339	-87.982	-21.2642	-15.9504	24.3552	0.8870	-0.5702	-1.3529	0.296	0.660	0.701	0.450	0.549	-0.710	-0.846	0.526	-0.134
0.1401	51.611	78.029	-81.604	-21.1569	-16.0157	24.2050	1.0731	-0.6534	-1.5015	0.296	0.658	0.703	0.448	0.552	-0.709	-0.846	0.525	-0.132
0.1402	51.342	75.225	-76.019	-21.0501	-16.0910	24.0530	1.0676	-0.7531	-1.5197	0.296	0.656	0.705	0.447	0.554	-0.708	-0.847	0.525	-0.129
0.1403	54.447	75.678	-74.891	-20.9373	-16.1453	23.8816	1.1288	-0.5427	-1.7149	0.296	0.654	0.707	0.446	0.557	-0.706	-0.847	0.525	-0.127
0.1404	59.039	78.066	-76.518	-20.7866	-16.1627	23.6689	1.5067	-0.1737	-2.1269	0.297	0.651	0.709	0.445	0.560	-0.705	-0.848	0.525	-0.124
0.1405	60.568	79.796	-75.906	-20.6030	-16.1572	23.4253	1.8363	0.0545	-2.4355	0.297	0.649	0.710	0.444	0.562	-0.703	-0.848	0.525	-0.121
0.1406	58.216	80.029	-71.371	-20.4379	-16.1480	23.1813	1.6504	0.0920	-2.4398	0.297	0.647	0.712	0.443	0.565	-0.702	-0.848	0.525	-0.119
0.1407	56.238	79.865	-67.908	-20.3400	-16.1610	22.9800	0.9789	-0.1297	-2.0131	0.298	0.645	0.714	0.442	0.567	-0.701	-0.849	0.525	-0.116
0.1408	56.594	78.916	-69.073	-20.3166	-16.2216	22.8477	0.2343	-0.6063	-1.3231	0.298	0.643	0.716	0.441	0.570	-0.699	-0.849	0.525	-0.114
0.1409	57.126	75.699	-70.736	-20.3320	-16.3157	22.7539	-0.1545	-0.9409	-0.9384	0.298	0.641	0.718	0.440	0.572	-0.698	-0.850	0.524	-0.111
0.1410	56.844	72.575	-70.596	-20.3376	-16.4046	22.6521	-0.0557	-0.8887	-1.0182	0.299	0.638	0.719	0.439	0.575	-0.696	-0.850	0.524	-0.108
0.1411	56.122	73.556	-70.589	-20.2920	-16.4719	22.5272	0.4562	-0.6733	-1.2483	0.299	0.636	0.721	0.438	0.578	-0.695	-0.851	0.524	-0.106
0.1412	55.051	77.029	-68.571	-20.1780	-16.5198	22.3855	1.1400	-0.4787	-1.4169	0.300	0.634	0.723	0.437	0.580	-0.693	-0.851	0.524	-0.103
0.1413	55.219	77.464	-62.085	-20.0330	-16.5401	22.2333	1.4499	-0.2034	-1.5226	0.300	0.632	0.725	0.436	0.582	-0.692	-0.851	0.524	-0.101
0.1414	58.297	73.304	-55.126	-19.9166	-16.5278	22.0593	1.1645	0.1233	-1.7403	0.301	0.630	0.726	0.435	0.585	-0.691	-0.852	0.524	-0.098
0.1415	62.569	67.450	-50.634	-19.8294	-16.5106	21.8498	0.8718	0.1721	-2.0947	0.301	0.628	0.728	0.434	0.587	-0.689	-0.852	0.524	-0.096
0.1416	64.478	62.688	-47.133	-19.7302	-16.5215	21.6301	0.9922	-0.1089	-2.1964	0.301	0.625	0.730	0.433	0.590	-0.688	-0.852	0.524	-0.093
0.1417	62.573	60.348	-48.085	-19.6168	-16.5587	21.4474	1.1338	-0.3721	-1.8274	0.302	0.623	0.731	0.432	0.592	-0.686	-0.853	0.524	-0.090
0.1418	58.601	59.400	-56.338	-19.5154	-16.5979	21.3045	1.0138	-0.3921	-1.4287	0.302	0.621	0.733	0.431	0.595	-0.685	-0.853	0.523	-0.088
0.1419	55.639	57.621	-63.093	-19.4312	-16.6143	21.1682	0.8421	-0.1641	-1.3636	0.303	0.619	0.735	0.430	0.597	-0.684	-0.853	0.523	-0.085
0.1420	54.230	55.791	-62.579	-19.3605	-16.6000	21.0348	0.7065	0.1437	-1.3341	0.303	0.617	0.736	0.429	0.599	-0.682	-0.854	0.523	-0.083
0.1421	51.165	56.210	-63.093	-19.2981	-16.5834	20.9171	0.6240	0.1658	-1.1769	0.304	0.615	0.738	0.428	0.602	-0.681	-0.854	0.523	-0.080
0.1422	44.677	58.185	-69.159	-19.2199	-16.6022	20.7758	0.7827	-0.1886	-1.4127	0.304	0.613	0.739	0.427	0.604	-0.680	-0.854	0.523	-0.078
0.1423	38.096	59.527	-73.613	-19.0965	-16.6419	20.5404	1.2332	-0.3965	-2.3539	0.305	0.611	0.741	0.426	0.606	-0.678	-0.855	0.523	-0.075
0.1424	35.755	59.682	-73.377	-18.9282	-16.6531	20.2075	1.6832	-0.1125	-3.3290	0.305	0.608	0.742	0.425	0.608	-0.677	-0.855	0.523	-0.073
0.1425	38.668	58.645	-72.687	-18.7616	-16.6403	19.8682	1.6660	0.1281	-3.3934	0.306	0.606	0.744	0.424	0.611	-0.675	-0.855	0.522	-0.070
0.1426	44.694	56.874	-72.331	-18.6572	-16.6611	19.6309	1.0446	-0.2074	-2.3731	0.307	0.604	0.745	0.423	0.613	-0.674	-0.856	0.522	-0.068
0.1427	47.503	55.979	-69.221	-18.6172	-16.7331	19.5192	0.3994	-0.7203	-1.1170	0.307	0.602	0.747	0.422	0.615	-0.673	-0.856	0.522	-0.065
0.1428	40.041	55.841	-61.870	-18.5758	-16.8101	19.4447	0.4141	-0.7702	-0.7446	0.308	0.600	0.748	0.421	0.617	-0.671	-0.856	0.522	-0.063
0.1429	27.655	54.730	-52.600	-18.4816	-16.8461	19.3078	0.9418	-0.3601	-1.3693	0.308	0.598	0.750	0.420	0.619	-0.670	-0.856	0.522	-0.060
0.1430	25.866	52.847	-47.561	-18.3604	-16.8342	19.0932	1.2125	0.1189	-2.1458	0.309	0.596	0.751	0.419	0.621	-0.669	-0.857	0.522	-0.058
0.1431	37.680	50.844	-51.723	-18.2736	-16.8008	18.8515	0.8679	0.3343	-2.4167	0.310	0.594	0.752	0.418	0.623	-0.667	-0.857	0.522	-0.055
0.1432	49.503	46.775	-61.666	-18.2305	-16.7877	18.6355	0.4310	0.1316	-2.1608	0.310	0.592	0.754	0.417	0.625	-0.666	-0.857	0.521	-0.053
0.1433	50.843	38.470	-67.954	-18.1775	-16.8115	18.4626	0.5299	-0.2386	-1.7283	0.311	0.590	0.755	0.416	0.628	-0.665	-0.857	0.521	-0.050
0.1434	43.814	27.507	-65.869	-18.0704	-16.8392	18.3186	1.0713	-0.2765	-1.4399	0.312	0.588	0.756	0.415	0.630	-0.663	-0.858	0.521	-0.048
0.1435	36.256	19.367	-60.044	-17.9245	-16.8456	18.1802	1.4592	-0.0644	-1.3844	0.312	0.586	0.758	0.414	0.632	-0.662	-0.858	0.521	-0.045
0.1436	32.916	18.770	-58.274	-17.7935	-16.8720	18.0360	1.3091	-0.2642	-1.4423	0.313	0.584	0.759	0.413	0.634	-0.661	-0.858	0.521	-0.043
0.1437	32.188	24.243	-61.465	-17.6990	-16.9548	17.8923	0.9451	-0.8272	-1.4371	0.314	0.582	0.760	0.412	0.636	-0.660	-0.858	0.521	-0.040
0.1438	31.765	31.698	-64.366	-17.6160	-17.0549	17.7579	0.8300	-1.0015	-1.3432	0.315	0.580	0.761	0.411	0.638	-0.658	-0.859	0.521	-0.038
0.1439	34.020	42.409	-65.226	-17.5307	-17.1186	17.6162	0.8530	-0.6370	-1.4173	0.315	0.578	0.763	0.410	0.639	-0.657	-0.859	0.520	-0.035
0.1440	41.693	59.703	-64.398	-17.4468	-17.1233	17.4155	0.8388	-0.0471	-2.0074	0.316	0.576	0.764	0.409	0.641	-0.656	-0.859	0.520	-0.033
0.1441	53.345	80.319	-60.389	-17.3600	-17.0641	17.1025	0.8685	0.5919	-3.1302	0.317	0.574	0.765	0.408	0.643	-0.654	-0.859	0.520	-0.030
0.1442	64.641	95.044	-54.831	-17.2638	-16.9546	16.6646	0.9624	1.0954	-4.3781	0.318	0.572	0.766	0.407	0.645	-0.653	-0.859	0.520	-0.028
0.1443	71.464	96.664	-51.442	-17.1538	-16.8141	16.1652	1.1000	1.4046	-4.9944	0.318	0.570	0.767	0.406	0.647	-0.652	-0.859	0.520	-0.026
0.1444	73.666	85.523	-49.283	-17.0253	-16.6674	15.7277	1.2845	1.4673	-4.3752	0.319	0.568	0.768	0.405	0.649	-0.651	-0.860	0.520	-0.023
0.1445	73.841	68.135	-46.943	-16.8769	-16.5683	15.4519	1.4839	0.9909	-2.7577	0.320	0.566	0.770	0.404	0.651	-0.650	-0.860	0.520	-0.021
0.1446	71.897	51.816	-50.257	-16.7103	-16.5747	15.3652	1.6662	-0.0645	-0.8675	0.321	0.564	0.771	0.403	0.652	-0.648	-0.860	0.519	-0.018
0.1447	66.767	39.431	-61.180	-16.5295	-16.7002	15.4338	1.8076	-1.2544	0.6868	0.322	0.562	0.772	0.402	0.654	-0.647	-0.860	0.519	-0.016
0.1448	60.509	29.518	-66.971	-16.3463	-16.9028	15.5965	1.8326	-2.0264	1.6264	0.322	0.560	0.773	0.401	0.656	-0.646	-0.860	0.519	-0.014
0.1449	55.412	22.913	-59.303	-16.1813	-17.1211	15.8002	1.6497	-2.1826	2.0370	0.323	0.558	0.774	0.400	0.658	-0.645	-0.860	0.519	-0.011
0.1450	51.640	23.750	-47.967	-16.0445	-17.3229	15.9862	1.3679	-2.0180	1.8600	0.324	0.556	0.775	0.400	0.659	-0.644	-0.860	0.519	-0.009
0.1451	47.978	32.248	-40.391	-15.9128	-17.4876	16.0643	1.3174	-1.6469	0.7810	0.325	0.554	0.776	0.399	0.661	-0.642	-0.860	0.519	-0.007
0.1452	42.519	43.724	-32.395	-15.7578	-17.5670	15.9607	1.5493	-0.7944	-1.0361	0.326	0.552	0.777	0.398	0.663	-0.641	-0.860	0.519	-0.004
0.1453	37.523	53.399	-25.844	-15.5959	-17.5321	15.6707	1.6191	0.3495	-2.8994	0.327	0.550	0.778	0.397	0.664	-0.640	-0.861	0.519	-0.002
0.1454	39.595	57.266	-27.302	-15.4660	-17.4175	15.2520	1.2992	1.1453	-4.1871	0.327	0.549	0.779	0.396	0.666	-0.639	-0.861	0.519	0.001
0.1455	48.550	53.326	-32.179	-15.3697	-17.2722	14.7969	0.9632	1.4539	-4.5509	0.328	0.547	0.780	0.395	0.668	-0.638	-0.861	0.518	0.003
0.1456	55.818	44.295	-32.591	-15.2707	-17.1122	14.3723	0.9898	1.5992	-4.2466	0.329	0.545	0.781	0.394	0.669	-0.636	-0.861	0.518	0.005
0.1457	57.783	35.075	-31.230	-15.1351	-16.9532	13.9669	1.3560	1.5905	-4.0536	0.330	0.543	0.782	0.394	0.671	-0.635	-0.861	0.518	0.008
0.1458	58.948	27.928	-33.125	-14.9576	-16.8325	13.5524	1.7745	1.2064	-4.1451	0.331	0.541	0.782	0.393	0.672	-0.634	-0.861	0.518	0.010
0.1459	61.508	22.804	-36.194	-14.7700	-16.7897	13.1775	1.8761	0.4281	-3.7491	0.332	0.539	0.783	0.392	0.674	-0.633	-0.861	0.518	0.012
0.1460	62.860	20.919	-38.804	-14.6216	-16.8469	12.9423	1.4846	-0.5721	-2.3521	0.333	0.538	0.784	0.391	0.675	-0.632	-0.861	0.518	0.014
0.1461	61.668	23.339	-42.055	-14.5202	-16.9787	12.8790	1.0135	-1.3177	-0.6330	0.334	0.536	0.785	0.390	0.677	-0.631	-0.861	0.518	0.017
0.1462	59.338	27.819	-43.044	-14.4064	-17.1179	12.9092	1.1381	-1.3921	0.3025	0.335	0.534	0.786	0.389	0.678	-0.630	-0.861	0.518	0.019
0.1463	58.325	31.286	-37.813	-14.2147	-17.2274	12.9251	1.9170	-1.0946	0.1585	0.336	0.532	0.786	0.389	0.680	-0.629	-0.861	0.518	0.021
0.1464	60.362	32.794	-27.506	-13.9406	-17.3248	12.8820	2.7414	-0.9740	-0.4308	0.337	0.531	0.787	0.388	0.681	-0.628	-0.861	0.518	0.023
0.1465	63.925	33.602	-17.527	-13.6474	-17.4342	12.8287	2.9313	-1.0945	-0.5336	0.338	0.529	0.788	0.387	0.683	-0.627	-0.861	0.518	0.026
0.1466	64.097	34.982	-10.354	-13.4101	-17.5407	12.8318	2.3736	-1.0642	0.0312	0.339	0.527	0.789	0.386	0.684	-0.626	-0.861	0.518	0.028
0.1467	57.366	35.423	-3.757	-13.2440	-17.5974	12.8748	1.6609	-0.5671	0.4306	0.340	0.525	0.790	0.386	0.685	-0.625	-0.861	0.518	0.030
0.1468	46.803	32.907	0.072	-13.1145	-17.5853	12.8871	1.2947	0.1202	0.1224	0.341	0.523	0.790	0.385	0.687	-0.624	-0.861	0.518	0.032
0.1469	39.127	28.149	-2.152	-12.9910	-17.5351	12.8300	1.2347	0.5022	-0.5709	0.342	0.522	0.791	0.384	0.688	-0.623	-0.860	0.518	0.034
0.1470	37.492	23.345	-3.979	-12.8673	-17.4787	12.7040	1.2371	0.5646	-1.2596	0.343	0.520	0.792	0.384	0.689	-0.622	-0.860	0.518	0.037
0.1471	39.706	20.733	-0.355	-12.7503	-17.4232	12.5093	1.1703	0.5548	-1.9474	0.344	0.518	0.793	0.383	0.691	-0.621	-0.860	0.518	0.039
0.1472	41.395	21.556	1.285	-12.6381	-17.3785	12.2366	1.1224	0.4470	-2.7268	0.345	0.516	0.793	0.382	0.692	-0.620	-0.860	0.518	0.041
0.1473	41.129	23.952	-3.226	-12.5262	-17.3650	11.9035	1.1182	0.1349	-3.3308	0.346	0.514	0.794	0.382	0.693	-0.619	-0.860	0.518	0.043
0.1474	42.364	25.011	-8.236	-12.4325	-17.3862	11.5662	0.9376	-0.2123	-3.3731	0.347	0.513	0.795	0.381	0.695	-0.618	-0.860	0.518	0.045
0.1475	47.392	25.831	-15.692	-12.3765	-17.4300	11.2654	0.5593	-0.4378	-3.0084	0.348	0.511	0.795	0.380	0.696	-0.617	-0.860	0.518	0.047
0.1476	52.525	28.980	-30.772	-12.3382	-17.4884	10.9828	0.3832	-0.5838	-2.8257	0.349	0.509	0.796	0.380	0.697	-0.616	-0.860	0.518	0.050
0.1477	54.309	33.186	-44.568	-12.2743	-17.5614	10.6916	0.6389	-0.7304	-2.9117	0.350	0.508	0.796	0.379	0.698	-0.615	-0.859	0.518	0.052
0.1478	55.319	36.241	-48.617	-12.1731	-17.6636	10.4294	1.0125	-1.0220	-2.6221	0.351	0.506	0.797	0.378	0.699	-0.614	-0.859	0.518	0.054
0.1479	58.188	38.126	-50.026	-12.0502	-17.8029	10.2567	1.2292	-1.3922	-1.7271	0.352	0.504	0.798	0.378	0.701	-0.613	-0.859	0.518	0.056
0.1480	60.607	39.075	-54.522	-11.9094	-17.9465	10.1789	1.4076	-1.4362	-0.7781	0.354	0.503	0.798	0.377	0.702	-0.612	-0.859	0.518	0.058
0.1481	60.755	39.256	-57.668	-11.7443	-18.0508	10.1648	1.6506	-1.0429	-0.1408	0.355	0.501	0.799	0.376	0.703	-0.611	-0.859	0.518	0.060
0.1482	60.749	39.420	-60.006	-11.5528	-18.0907	10.1656	1.9149	-0.3991	0.0078	0.356	0.499	0.799	0.376	0.704	-0.610	-0.859	0.518	0.063
0.1483	61.559	40.492	-67.046	-11.3287	-18.0432	10.1170	2.2418	0.4745	-0.4861	0.357	0.498	0.800	0.375	0.705	-0.609	-0.858	0.518	0.065
0.1484	60.625	44.302	-75.689	-11.0743	-17.9181	10.0173	2.5431	1.2517	-0.9966	0.358	0.496	0.800	0.374	0.706	-0.608	-0.858	0.518	0.067
0.1485	56.719	52.470	-79.900	-10.8291	-17.7845	9.9354	2.4525	1.3351	-0.8196	0.359	0.495	0.801	0.374	0.707	-0.608	-0.858	0.519	0.069
0.1486	52.613	62.865	-81.691	-10.6387	-17.7045	9.8927	1.9040	0.8003	-0.4270	0.361	0.493	0.801	0.373	0.708	-0.607	-0.858	0.519	0.071
0.1487	50.291	70.482	-83.564	-10.5056	-17.6784	9.8297	1.3308	0.2613	-0.6299	0.362	0.491	0.802	0.373	0.709	-0.606	-0.857	0.519	0.073
0.1488	47.202	72.600	-82.295	-10.4050	-17.6687	9.6892	1.0057	0.0969	-1.4043	0.363	0.490	0.802	0.372	0.710	-0.605	-0.857	0.519	0.075
0.1489	43.005	69.771	-78.001	-10.3278	-17.6533	9.4766	0.7720	0.1543	-2.1267	0.364	0.488	0.802	0.372	0.711	-0.604	-0.857	0.519	0.077
0.1490	43.113	62.559	-75.442	-10.2697	-17.6527	9.2364	0.5810	0.0059	-2.4011	0.365	0.486	0.803	0.371	0.712	-0.603	-0.857	0.519	0.079
0.1491	47.126	51.724	-73.946	-10.2022	-17.6846	9.0045	0.6759	-0.3194	-2.3190	0.366	0.485	0.803	0.370	0.713	-0.602	-0.856	0.519	0.081
0.1492	46.931	40.220	-67.903	-10.0957	-17.7171	8.8026	1.0646	-0.3252	-2.0190	0.367	0.483	0.804	0.370	0.714	-0.602	-0.856	0.519	0.083
0.1493	42.266	32.048	-58.239	-9.9672	-17.7198	8.6567	1.2849	-0.0270	-1.4593	0.369	0.482	0.804	0.369	0.715	-0.601	-0.856	0.520	0.085
0.1494	40.191	30.194	-55.039	-9.8675	-17.7216	8.5837	0.9971	-0.0182	-0.7297	0.370	0.480	0.804	0.369	0.716	-0.600	-0.856	0.520	0.087
0.1495	40.040	34.100	-62.137	-9.8046	-17.7580	8.5443	0.6294	-0.3637	-0.3943	0.371	0.479	0.805	0.368	0.717	-0.599	-0.855	0.520	0.089
0.1496	37.054	39.054	-69.583	-9.7372	-17.8164	8.4614	0.6738	-0.5842	-0.8294	0.372	0.477	0.805	0.368	0.718	-0.598	-0.855	0.520	0.091
0.1497	32.693	40.560	-70.137	-9.6527	-17.8724	8.3218	0.8448	-0.5596	-1.3956	0.373	0.476	0.806	0.367	0.719	-0.598	-0.855	0.520	0.093
0.1498	30.003	37.779	-67.447	-9.5678	-17.9198	8.1811	0.8488	-0.4742	-1.4077	0.375	0.474	0.806	0.367	0.720	-0.597	-0.854	0.520	0.095
0.1499	30.062	32.162	-64.916	-9.4792	-17.9614	8.0724	0.8858	-0.4156	-1.0868	0.376	0.473	0.806	0.366	0.721	-0.596	-0.854	0.520	0.097
0.1500	34.355	24.214	-61.226	-9.3672	-17.9925	7.9835	1.1205	-0.3117	-0.8883	0.377	0.471	0.806	0.366	0.722	-0.595	-0.854	0.521	0.099
0.1501	41.508	14.135	-55.849	-9.2157	-17.9867	7.9001	1.5145	0.0582	-0.8348	0.378	0.470	0.807	0.365	0.722	-0.595	-0.853	0.521	0.101
0.1502	47.082	5.788	-49.420	-9.0228	-17.9105	7.8282	1.9294	0.7627	-0.7185	0.380	0.468	0.807	0.365	0.723	-0.594	-0.853	0.521	0.103
0.1503	50.914	3.993	-42.345	-8.8074	-17.7614	7.7681	2.1539	1.4904	-0.6010	0.381	0.467	0.807	0.364	0.724	-0.593	-0.853	0.521	0.105
0.1504	55.236	7.844	-38.270	-8.6006	-17.5813	7.7009	2.0674	1.8009	-0.6721	0.382	0.465	0.808	0.364	0.725	-0.593	-0.852	0.521	0.107
0.1505	56.588	12.030	-39.028	-8.4262	-17.4308	7.6130	1.7444	1.5053	-0.8790	0.383	0.464	0.808	0.363	0.726	-0.592	-0.852	0.522	0.109
0.1506	51.265	13.118	-37.807	-8.3017	-17.3474	7.5014	1.2447	0.8335	-1.1161	0.385	0.462	0.808	0.363	0.727	-0.591	-0.852	0.522	0.111
0.1507	43.171	10.893	-31.339	-8.2360	-17.3272	7.3684	0.6578	0.2025	-1.3299	0.386	0.461	0.808	0.363	0.727	-0.590	-0.851	0.522	0.113
0.1508	37.689	6.422	-27.611	-8.2069	-17.3509	7.2261	0.2903	-0.2376	-1.4229	0.387	0.459	0.809	0.362	0.728	-0.590	-0.851	0.522	0.115
0.1509	35.563	2.391	-31.017	-8.1841	-17.4156	7.0947	0.2284	-0.6466	-1.3139	0.388	0.458	0.809	0.362	0.729	-0.589	-0.851	0.522	0.117
0.1510	34.896	2.188	-38.314	-8.1637	-17.5311	6.9922	0.2039	-1.1545	-1.0251	0.389	0.456	0.809	0.361	0.730	-0.588	-0.850	0.523	0.119
0.1511	33.386	6.578	-49.235	-8.1453	-17.6984	6.9128	0.1837	-1.6729	-0.7944	0.391	0.455	0.809	0.361	0.730	-0.588	-0.850	0.523	0.121
0.1512	30.981	14.025	-60.861	-8.1078	-17.8907	6.8199	0.3749	-1.9238	-0.9292	0.392	0.454	0.809	0.360	0.731	-0.587	-0.849	0.523	0.123
0.1513	31.474	22.979	-63.238	-8.0360	-18.0640	6.6922	0.7187	-1.7323	-1.2761	0.393	0.452	0.810	0.360	0.732	-0.586	-0.849	0.523	0.125
0.1514	38.011	31.358	-54.920	-7.9436	-18.1876	6.5495	0.9233	-1.2368	-1.4271	0.394	0.451	0.810	0.360	0.733	-0.586	-0.849	0.523	0.126
0.1515	48.036	36.606	-44.634	-7.8619	-18.2432	6.4039	0.8178	-0.5559	-1.4566	0.396	0.449	0.810	0.359	0.733	-0.585	-0.848	0.524	0.128
0.1516	54.885	37.794	-33.931	-7.8006	-18.2107	6.2475	0.6123	0.3252	-1.5639	0.397	0.448	0.810	0.359	0.734	-0.585	-0.848	0.524	0.130
0.1517	55.284	36.106	-19.944	-7.7210	-18.0914	6.0975	0.7959	1.1930	-1.4994	0.398	0.446	0.810	0.358	0.735	-0.584	-0.847	0.524	0.132
0.1518	52.460	33.810	-10.424	-7.5847	-17.9233	5.9890	1.3631	1.6812	-1.0853	0.400	0.445	0.810	0.358	0.735	-0.583	-0.847	0.524	0.134
0.1519	49.958	32.267	-13.833	-7.4105	-17.7571	5.9200	1.7424	1.6616	-0.6904	0.401	0.444	0.810	0.358	0.736	-0.583	-0.846	0.525	0.136
0.1520	48.095	31.165	-24.473	-7.2405	-17.6286	5.8598	1.6996	1.2850	-0.6021	0.402	0.442	0.811	0.357	0.737	-0.582	-0.846	0.525	0.138
0.1521	46.276	31.228	-32.219	-7.0983	-17.5532	5.8017	1.4225	0.7545	-0.5803	0.404	0.441	0.811	0.357	0.737	-0.582	-0.845	0.525	0.140
0.1522	44.310	34.952	-36.870	-6.9825	-17.5424	5.7511	1.1579	0.1081	-0.5065	0.405	0.440	0.811	0.356	0.738	-0.581	-0.845	0.525	0.142
0.1523	43.037	43.557	-45.410	-6.8715	-17.6039	5.6885	1.1099	-0.6150	-0.6263	0.406	0.438	0.811	0.356	0.739	-0.580	-0.845	0.526	0.143
0.1524	43.453	54.028	-57.220	-6.7497	-17.7103	5.5845	1.2181	-1.0646	-1.0392	0.407	0.437	0.811	0.356	0.739	-0.580	-0.844	0.526	0.145
0.1525	44.270	60.264	-62.100	-6.6320	-17.8122	5.4373	1.1770	-1.0188	-1.4726	0.409	0.436	0.811	0.355	0.740	-0.579	-0.844	0.526	0.147
