t	Ax	Ay	Az	wx	wy	wz	ax	ay	az	R11	R12	R13	R21	R22	R23	R31	R32	R33
0.1220	-182.026	436.675	-433.878	25.7539	24.5690	36.2528	-5.5984	-2.6508	4.6425	0.573	0.812	0.139	0.353	-0.095	-0.935	-0.742	0.585	-0.342
0.1221	-180.391	450.725	-447.780	25.1598	24.3206	36.6453	-5.9415	-2.4837	3.9255	0.570	0.813	0.141	0.357	-0.094	-0.934	-0.742	0.583	-0.345
0.1222	-173.954	457.909	-472.151	24.5928	24.1175	36.9418	-5.6697	-2.0314	2.9647	0.567	0.815	0.144	0.361	-0.092	-0.933	-0.743	0.581	-0.347
0.1223	-162.849	462.690	-503.446	24.0825	23.9625	37.1734	-5.1027	-1.5495	2.3156	0.564	0.817	0.146	0.365	-0.091	-0.931	-0.743	0.579	-0.350
0.1224	-151.765	466.938	-530.091	23.5951	23.7994	37.4015	-4.8739	-1.6307	2.2812	0.560	0.819	0.149	0.369	-0.089	-0.930	-0.744	0.576	-0.353
0.1225	-146.388	468.159	-549.498	23.0716	23.5744	37.6705	-5.2356	-2.2503	2.6897	0.557	0.820	0.152	0.373	-0.087	-0.929	-0.744	0.574	-0.355
0.1226	-148.282	466.103	-562.420	22.4757	23.2708	38.0002	-5.9586	-3.0363	3.2970	0.554	0.822	0.154	0.377	-0.086	-0.927	-0.745	0.572	-0.358
0.1227	-152.683	464.877	-566.818	21.8164	22.8915	38.3860	-6.5928	-3.7924	3.8584	0.551	0.824	0.157	0.380	-0.084	-0.926	-0.745	0.570	-0.360
0.1228	-152.720	468.384	-565.079	21.1212	22.4410	38.8039	-6.9518	-4.5056	4.1792	0.548	0.825	0.160	0.384	-0.082	-0.924	-0.746	0.568	-0.362
0.1229	-145.460	475.888	-562.307	20.4071	21.9340	39.2225	-7.1413	-5.0702	4.1856	0.545	0.827	0.162	0.388	-0.080	-0.923	-0.746	0.566	-0.365
0.1230	-133.199	481.877	-556.508	19.6851	21.4133	39.6069	-7.2204	-5.2067	3.8445	0.541	0.828	0.165	0.392	-0.078	-0.922	-0.746	0.564	-0.367
0.1231	-119.172	480.440	-541.119	18.9642	20.9263	39.9260	-7.2084	-4.8703	3.1905	0.538	0.830	0.168	0.395	-0.076	-0.920	-0.747	0.562	-0.369
0.1232	-105.172	470.520	-518.666	18.2556	20.4901	40.1803	-7.0862	-4.3620	2.5434	0.535	0.831	0.171	0.399	-0.073	-0.919	-0.747	0.560	-0.371
0.1233	-93.225	456.981	-504.111	17.5744	20.1034	40.4334	-6.8124	-3.8672	2.5313	0.532	0.833	0.174	0.402	-0.071	-0.917	-0.748	0.558	-0.373
0.1234	-86.314	444.939	-505.742	16.9425	19.7832	40.7433	-6.3190	-3.2010	3.0982	0.529	0.834	0.177	0.406	-0.069	-0.916	-0.748	0.556	-0.375
0.1235	-87.390	435.325	-514.637	16.3795	19.5469	41.0752	-5.6300	-2.3635	3.3192	0.526	0.836	0.180	0.409	-0.066	-0.915	-0.748	0.555	-0.377
0.1236	-97.383	428.360	-523.568	15.8615	19.3416	41.3763	-5.1798	-2.0530	3.0112	0.523	0.837	0.183	0.413	-0.064	-0.913	-0.749	0.553	-0.379
0.1237	-111.450	425.876	-536.183	15.3234	19.0573	41.6598	-5.3811	-2.8434	2.8354	0.519	0.838	0.186	0.416	-0.061	-0.912	-0.749	0.551	-0.381
0.1238	-119.307	427.779	-551.705	14.7248	18.6312	41.9517	-5.9862	-4.2610	2.9183	0.516	0.840	0.189	0.419	-0.058	-0.911	-0.749	0.550	-0.382
0.1239	-116.011	430.032	-559.874	14.0858	18.0954	42.2430	-6.3895	-5.3572	2.9135	0.513	0.841	0.192	0.422	-0.056	-0.909	-0.750	0.548	-0.384
0.1240	-109.213	428.432	-553.353	13.4507	17.5178	42.5150	-6.3516	-5.7764	2.7203	0.510	0.842	0.195	0.426	-0.053	-0.908	-0.750	0.546	-0.386
0.1241	-108.081	422.410	-533.163	12.8406	16.9380	42.7469	-6.1005	-5.7976	2.3186	0.507	0.843	0.198	0.429	-0.050	-0.907	-0.750	0.545	-0.387
0.1242	-110.544	414.683	-504.407	12.2563	16.3773	42.9047	-5.8433	-5.6075	1.5781	0.504	0.844	0.202	0.432	-0.047	-0.905	-0.751	0.543	-0.389
0.1243	-108.174	409.741	-475.463	11.6953	15.8624	42.9694	-5.6094	-5.1486	0.6469	0.501	0.845	0.205	0.435	-0.044	-0.904	-0.751	0.542	-0.390
0.1244	-97.978	407.403	-452.402	11.1515	15.4055	42.9664	-5.4380	-4.5696	-0.0296	0.498	0.847	0.208	0.438	-0.041	-0.903	-0.751	0.540	-0.392
0.1245	-84.088	398.034	-431.243	10.6044	14.9886	42.9427	-5.4712	-4.1684	-0.2376	0.495	0.848	0.211	0.441	-0.038	-0.901	-0.752	0.539	-0.393
0.1246	-73.040	375.100	-407.974	10.0231	14.5934	42.9324	-5.8127	-3.9518	-0.1033	0.492	0.849	0.215	0.444	-0.035	-0.900	-0.752	0.538	-0.394
0.1247	-70.641	347.132	-388.305	9.4001	14.2123	42.9564	-6.2309	-3.8110	0.2407	0.489	0.849	0.218	0.447	-0.032	-0.899	-0.752	0.536	-0.396
0.1248	-76.915	325.880	-375.440	8.7709	13.8201	43.0301	-6.2915	-3.9220	0.7370	0.486	0.850	0.221	0.450	-0.029	-0.897	-0.752	0.535	-0.397
0.1249	-83.978	311.546	-362.967	8.1834	13.3801	43.1544	-5.8749	-4.4004	1.2432	0.483	0.851	0.225	0.452	-0.026	-0.896	-0.753	0.534	-0.398
0.1250	-85.421	298.811	-348.950	7.6513	12.8837	43.3052	-5.3212	-4.9640	1.5076	0.480	0.852	0.228	0.455	-0.022	-0.895	-0.753	0.533	-0.399
0.1251	-82.274	288.310	-338.957	7.1431	12.3554	43.4488	-5.0817	-5.2834	1.4360	0.477	0.853	0.231	0.458	-0.019	-0.893	-0.753	0.532	-0.400
0.1252	-75.627	284.320	-331.592	6.6137	11.8322	43.5800	-5.2939	-5.2319	1.3115	0.474	0.854	0.235	0.460	-0.016	-0.892	-0.753	0.531	-0.401
0.1253	-64.091	286.742	-320.606	6.0552	11.3544	43.7102	-5.5852	-4.7778	1.3021	0.471	0.854	0.238	0.463	-0.012	-0.891	-0.754	0.530	-0.402
0.1254	-50.224	291.204	-308.395	5.5070	10.9496	43.8190	-5.4822	-4.0480	1.0877	0.468	0.855	0.242	0.465	-0.009	-0.890	-0.754	0.529	-0.402
0.1255	-39.821	294.237	-301.019	5.0024	10.6117	43.8723	-5.0456	-3.3792	0.5334	0.465	0.856	0.245	0.468	-0.006	-0.888	-0.754	0.528	-0.403
0.1256	-36.074	295.359	-299.144	4.5261	10.3088	43.8816	-4.7631	-3.0290	0.0932	0.462	0.856	0.249	0.470	-0.002	-0.887	-0.754	0.527	-0.404
0.1257	-39.316	296.821	-303.179	4.0336	10.0016	43.8984	-4.9246	-3.0720	0.1675	0.459	0.857	0.252	0.473	0.001	-0.886	-0.755	0.526	-0.405
0.1258	-48.219	301.172	-313.196	3.5055	9.6475	43.9490	-5.2811	-3.5412	0.5064	0.457	0.857	0.255	0.475	0.005	-0.884	-0.755	0.525	-0.405
0.1259	-59.222	307.380	-320.994	2.9633	9.2080	44.0124	-5.4224	-4.3948	0.6336	0.454	0.858	0.259	0.477	0.009	-0.883	-0.755	0.524	-0.406
0.1260	-69.280	311.272	-315.257	2.4292	8.6756	44.0587	-5.3409	-5.3243	0.4637	0.451	0.858	0.262	0.480	0.012	-0.882	-0.756	0.523	-0.406
0.1261	-75.709	310.104	-297.028	1.8968	8.0918	44.0778	-5.3237	-5.8374	0.1908	0.448	0.859	0.266	0.482	0.016	-0.881	-0.756	0.523	-0.407
0.1262	-71.354	306.200	-281.865	1.3475	7.5273	44.0817	-5.4929	-5.6454	0.0391	0.446	0.859	0.270	0.484	0.020	-0.879	-0.756	0.522	-0.407
0.1263	-52.010	304.364	-278.090	0.7951	7.0557	44.0732	-5.5244	-4.7153	-0.0854	0.443	0.859	0.273	0.486	0.023	-0.878	-0.756	0.521	-0.407
0.1264	-27.547	305.097	-274.712	0.2867	6.7182	44.0278	-5.0839	-3.3750	-0.4542	0.440	0.859	0.277	0.488	0.027	-0.877	-0.757	0.521	-0.408
0.1265	-13.048	304.770	-262.682	-0.1667	6.4747	43.9557	-4.5339	-2.4351	-0.7208	0.437	0.860	0.280	0.490	0.031	-0.876	-0.757	0.520	-0.408
0.1266	-13.030	302.416	-247.381	-0.6173	6.2365	43.9209	-4.5062	-2.3821	-0.3481	0.435	0.860	0.284	0.492	0.035	-0.875	-0.757	0.520	-0.408
0.1267	-20.479	301.449	-234.919	-1.1177	5.9603	43.9586	-5.0040	-2.7626	0.3768	0.432	0.860	0.287	0.494	0.038	-0.873	-0.757	0.519	-0.408
0.1268	-27.463	304.654	-226.494	-1.6633	5.6716	44.0293	-5.4559	-2.8865	0.7071	0.430	0.860	0.291	0.495	0.042	-0.872	-0.758	0.519	-0.408
0.1269	-32.379	309.854	-222.323	-2.2098	5.3990	44.0728	-5.4650	-2.7264	0.4355	0.427	0.860	0.295	0.497	0.046	-0.871	-0.758	0.518	-0.408
0.1270	-36.068	311.981	-218.764	-2.7290	5.1169	44.0697	-5.1926	-2.8206	-0.0314	0.424	0.860	0.298	0.499	0.050	-0.870	-0.758	0.518	-0.408
0.1271	-37.097	310.173	-212.345	-3.2358	4.7728	44.0459	-5.0670	-3.4411	-0.2375	0.422	0.860	0.302	0.501	0.054	-0.868	-0.759	0.517	-0.408
0.1272	-34.737	308.627	-210.532	-3.7632	4.3577	44.0569	-5.2741	-4.1508	0.1099	0.419	0.860	0.306	0.502	0.058	-0.867	-0.759	0.517	-0.408
0.1273	-30.725	308.393	-219.545	-4.3087	3.9249	44.1398	-5.4556	-4.3284	0.8290	0.417	0.860	0.309	0.504	0.062	-0.866	-0.760	0.516	-0.408
0.1274	-25.940	305.945	-228.747	-4.8321	3.5230	44.2608	-5.2336	-4.0190	1.2094	0.414	0.860	0.313	0.505	0.066	-0.865	-0.760	0.516	-0.407
0.1275	-20.340	301.678	-230.324	-5.3233	3.1369	44.3545	-4.9120	-3.8610	0.9371	0.412	0.860	0.317	0.507	0.070	-0.864	-0.760	0.516	-0.407
0.1276	-15.300	301.036	-233.674	-5.8126	2.7301	44.4000	-4.8933	-4.0683	0.4556	0.409	0.860	0.320	0.508	0.074	-0.863	-0.761	0.515	-0.407
0.1277	-11.766	305.971	-242.786	-6.3138	2.3124	44.4219	-5.0116	-4.1768	0.2190	0.407	0.860	0.324	0.510	0.078	-0.861	-0.761	0.515	-0.406
0.1278	-9.599	311.890	-247.989	-6.8202	1.9086	44.4368	-5.0645	-4.0374	0.1492	0.404	0.860	0.328	0.511	0.082	-0.860	-0.762	0.515	-0.406
0.1279	-10.088	312.576	-245.577	-7.3244	1.5023	44.4178	-5.0414	-4.0631	-0.1908	0.402	0.859	0.331	0.512	0.086	-0.859	-0.762	0.515	-0.405
0.1280	-12.987	304.836	-238.864	-7.8059	1.0740	44.3253	-4.8151	-4.2832	-0.9244	0.399	0.859	0.335	0.513	0.091	-0.858	-0.762	0.514	-0.405
0.1281	-13.493	291.238	-227.481	-8.2556	0.6493	44.1690	-4.4970	-4.2467	-1.5633	0.397	0.859	0.339	0.515	0.095	-0.857	-0.763	0.514	-0.404
0.1282	-8.526	278.373	-213.500	-8.6877	0.2798	43.9973	-4.3214	-3.6954	-1.7171	0.395	0.858	0.343	0.516	0.099	-0.855	-0.763	0.514	-0.403
0.1283	-0.382	270.103	-203.850	-9.0886	0.0089	43.8384	-4.0089	-2.7093	-1.5891	0.392	0.858	0.346	0.517	0.103	-0.854	-0.764	0.514	-0.403
0.1284	7.769	265.418	-200.047	-9.4288	-0.1631	43.6917	-3.4021	-1.7201	-1.4664	0.390	0.857	0.350	0.518	0.108	-0.853	-0.764	0.514	-0.402
0.1285	12.840	263.263	-198.802	-9.7321	-0.3019	43.5615	-3.0328	-1.3876	-1.3018	0.388	0.857	0.354	0.519	0.112	-0.852	-0.765	0.514	-0.401
0.1286	11.661	264.942	-200.040	-10.0658	-0.5104	43.4663	-3.3373	-2.0845	-0.9523	0.386	0.857	0.358	0.520	0.116	-0.851	-0.765	0.514	-0.400
0.1287	4.984	270.263	-203.456	-10.4700	-0.8570	43.4107	-4.0416	-3.4665	-0.5567	0.384	0.856	0.361	0.521	0.120	-0.850	-0.766	0.514	-0.399
0.1288	-2.347	274.629	-203.639	-10.9293	-1.3284	43.3621	-4.5934	-4.7141	-0.4856	0.381	0.855	0.365	0.521	0.124	-0.849	-0.766	0.514	-0.399
0.1289	-5.740	272.051	-194.319	-11.4057	-1.8701	43.2732	-4.7634	-5.4168	-0.8890	0.379	0.855	0.369	0.522	0.129	-0.847	-0.767	0.514	-0.398
0.1290	-3.464	260.699	-174.527	-11.8673	-2.4418	43.1361	-4.6168	-5.7170	-1.3705	0.377	0.854	0.373	0.523	0.133	-0.846	-0.767	0.514	-0.397
0.1291	2.820	245.121	-151.216	-12.2983	-3.0007	43.0004	-4.3094	-5.5888	-1.3569	0.375	0.853	0.376	0.524	0.137	-0.845	-0.768	0.514	-0.395
0.1292	8.501	231.200	-131.103	-12.6892	-3.4819	42.9039	-3.9096	-4.8121	-0.9654	0.373	0.853	0.380	0.524	0.142	-0.844	-0.768	0.514	-0.394
0.1293	9.053	221.489	-113.712	-13.0318	-3.8478	42.8365	-3.4256	-3.6588	-0.6737	0.371	0.852	0.384	0.525	0.146	-0.843	-0.769	0.514	-0.393
0.1294	3.382	217.191	-100.237	-13.3314	-4.1277	42.7920	-2.9956	-2.7994	-0.4449	0.369	0.851	0.388	0.526	0.150	-0.842	-0.769	0.514	-0.392
0.1295	-6.465	218.520	-95.034	-13.5978	-4.3690	42.7716	-2.6648	-2.4124	-0.2049	0.367	0.850	0.391	0.526	0.155	-0.841	-0.770	0.514	-0.391
0.1296	-16.010	223.351	-96.176	-13.8483	-4.5990	42.7525	-2.5044	-2.3003	-0.1905	0.365	0.849	0.395	0.527	0.159	-0.839	-0.771	0.514	-0.389
0.1297	-20.509	228.889	-98.079	-14.1231	-4.8639	42.6955	-2.7479	-2.6491	-0.5703	0.363	0.848	0.399	0.527	0.163	-0.838	-0.771	0.514	-0.388
0.1298	-19.829	231.897	-96.817	-14.4468	-5.2207	42.5655	-3.2372	-3.5682	-1.2995	0.361	0.847	0.403	0.528	0.168	-0.837	-0.772	0.515	-0.387
0.1299	-17.520	228.241	-87.472	-14.7998	-5.6637	42.3591	-3.5303	-4.4297	-2.0639	0.360	0.847	0.406	0.528	0.172	-0.836	-0.772	0.515	-0.385
0.1300	-15.444	217.039	-68.633	-15.1553	-6.1178	42.1143	-3.5550	-4.5407	-2.4487	0.358	0.845	0.410	0.528	0.176	-0.835	-0.773	0.515	-0.384
0.1301	-11.853	203.825	-49.598	-15.5033	-6.5080	41.8844	-3.4793	-3.9022	-2.2983	0.356	0.844	0.414	0.529	0.181	-0.834	-0.773	0.515	-0.382
0.1302	-3.951	194.621	-39.296	-15.8234	-6.7970	41.6860	-3.2017	-2.8902	-1.9847	0.354	0.843	0.418	0.529	0.185	-0.833	-0.774	0.516	-0.381
0.1303	5.889	190.215	-33.984	-16.0801	-6.9832	41.4790	-2.5664	-1.8620	-2.0693	0.353	0.842	0.421	0.529	0.189	-0.831	-0.775	0.516	-0.379
0.1304	9.479	189.193	-29.291	-16.2756	-7.1085	41.2431	-1.9555	-1.2535	-2.3598	0.351	0.841	0.425	0.530	0.194	-0.830	-0.775	0.516	-0.377
0.1305	2.711	190.861	-29.943	-16.4720	-7.2515	41.0336	-1.9636	-1.4292	-2.0942	0.349	0.840	0.429	0.530	0.198	-0.829	-0.776	0.516	-0.376
0.1306	-9.715	194.066	-34.747	-16.7294	-7.4789	40.9017	-2.5739	-2.2745	-1.3190	0.348	0.839	0.433	0.530	0.202	-0.828	-0.776	0.517	-0.374
0.1307	-20.426	196.225	-32.855	-17.0512	-7.8072	40.8078	-3.2180	-3.2824	-0.9399	0.346	0.838	0.436	0.530	0.207	-0.827	-0.777	0.517	-0.372
0.1308	-23.771	194.056	-23.036	-17.3973	-8.2055	40.6777	-3.4616	-3.9830	-1.3006	0.345	0.836	0.440	0.530	0.211	-0.826	-0.778	0.517	-0.371
0.1309	-16.930	186.288	-12.755	-17.7317	-8.6229	40.5049	-3.3442	-4.1746	-1.7274	0.343	0.835	0.444	0.530	0.215	-0.825	-0.778	0.518	-0.369
0.1310	-1.827	175.978	-1.137	-18.0483	-9.0130	40.3497	-3.1660	-3.9013	-1.5523	0.342	0.834	0.447	0.530	0.219	-0.823	-0.779	0.518	-0.367
0.1311	14.161	168.017	14.556	-18.3472	-9.3292	40.2505	-2.9887	-3.1610	-0.9926	0.340	0.832	0.451	0.530	0.224	-0.822	-0.780	0.518	-0.365
0.1312	21.517	164.299	27.897	-18.6069	-9.5296	40.1732	-2.5966	-2.0040	-0.7726	0.339	0.831	0.454	0.530	0.228	-0.821	-0.780	0.519	-0.363
0.1313	16.744	163.269	33.211	-18.8066	-9.6180	40.0554	-1.9977	-0.8849	-1.1780	0.337	0.830	0.458	0.530	0.232	-0.820	-0.781	0.519	-0.361
0.1314	7.296	163.243	30.191	-18.9616	-9.6494	39.8813	-1.5497	-0.3135	-1.7408	0.336	0.828	0.462	0.530	0.237	-0.819	-0.782	0.519	-0.359
0.1315	3.906	163.990	16.177	-19.1205	-9.6976	39.7005	-1.5888	-0.4818	-1.8078	0.335	0.827	0.465	0.530	0.241	-0.818	-0.782	0.520	-0.357
0.1316	8.923	165.179	-8.036	-19.3207	-9.8170	39.5519	-2.0020	-1.1941	-1.4861	0.333	0.825	0.469	0.530	0.245	-0.816	-0.783	0.520	-0.355
0.1317	16.239	165.165	-29.786	-19.5526	-10.0052	39.3982	-2.3195	-1.8825	-1.5373	0.332	0.824	0.473	0.529	0.249	-0.815	-0.784	0.520	-0.353
0.1318	19.777	161.826	-36.370	-19.7919	-10.2216	39.1851	-2.3930	-2.1635	-2.1308	0.331	0.822	0.476	0.529	0.254	-0.814	-0.784	0.521	-0.351
0.1319	18.294	154.826	-29.963	-20.0400	-10.4481	38.9353	-2.4812	-2.2651	-2.4985	0.329	0.821	0.480	0.529	0.258	-0.813	-0.785	0.521	-0.349
0.1320	14.366	147.858	-23.297	-20.3010	-10.7000	38.7221	-2.6091	-2.5192	-2.1322	0.328	0.819	0.483	0.529	0.262	-0.812	-0.786	0.521	-0.347
0.1321	11.299	145.296	-22.076	-20.5489	-10.9618	38.5512	-2.4791	-2.6181	-1.7080	0.327	0.818	0.487	0.528	0.266	-0.811	-0.786	0.522	-0.345
0.1322	11.622	146.497	-21.295	-20.7522	-11.1652	38.3513	-2.0336	-2.0341	-1.9994	0.326	0.816	0.490	0.528	0.271	-0.809	-0.787	0.522	-0.342
0.1323	16.243	147.432	-19.797	-20.9085	-11.2709	38.0890	-1.5632	-1.0567	-2.6231	0.325	0.814	0.494	0.528	0.275	-0.808	-0.788	0.523	-0.340
0.1324	22.991	145.575	-22.371	-21.0382	-11.3128	37.8050	-1.2968	-0.4188	-2.8396	0.323	0.813	0.497	0.527	0.279	-0.807	-0.789	0.523	-0.338
0.1325	28.196	141.024	-29.167	-21.1761	-11.3505	37.5514	-1.3786	-0.3770	-2.5359	0.322	0.811	0.501	0.527	0.283	-0.806	-0.789	0.523	-0.336
0.1326	29.010	135.080	-36.876	-21.3581	-11.4269	37.3465	-1.8206	-0.7643	-2.0497	0.321	0.809	0.504	0.526	0.287	-0.805	-0.790	0.524	-0.333
0.1327	24.428	128.919	-43.407	-21.5800	-11.5529	37.1745	-2.2186	-1.2601	-1.7196	0.320	0.808	0.507	0.526	0.292	-0.804	-0.791	0.524	-0.331
0.1328	17.399	123.178	-44.645	-21.8026	-11.7068	37.0121	-2.2262	-1.5391	-1.6244	0.319	0.806	0.511	0.525	0.296	-0.802	-0.792	0.524	-0.329
0.1329	13.343	118.368	-38.921	-22.0135	-11.8671	36.8525	-2.1093	-1.6026	-1.5957	0.318	0.804	0.514	0.525	0.300	-0.801	-0.792	0.524	-0.326
0.1330	14.610	115.660	-35.253	-22.2357	-12.0423	36.7078	-2.2212	-1.7519	-1.4470	0.317	0.803	0.517	0.524	0.304	-0.800	-0.793	0.525	-0.324
0.1331	19.283	115.633	-40.339	-22.4738	-12.2292	36.5790	-2.3818	-1.8693	-1.2879	0.316	0.801	0.521	0.524	0.308	-0.799	-0.794	0.525	-0.322
0.1332	25.474	116.354	-44.451	-22.6990	-12.3750	36.4434	-2.2515	-1.4584	-1.3562	0.315	0.799	0.524	0.523	0.312	-0.798	-0.795	0.525	-0.319
0.1333	31.936	116.080	-38.883	-22.8899	-12.4498	36.2862	-1.9091	-0.7474	-1.5716	0.314	0.797	0.527	0.522	0.316	-0.797	-0.796	0.526	-0.317
0.1334	34.983	116.342	-33.027	-23.0629	-12.5065	36.1026	-1.7300	-0.5676	-1.8364	0.313	0.795	0.531	0.522	0.320	-0.795	-0.796	0.526	-0.314
0.1335	32.864	118.105	-36.342	-23.2561	-12.6060	35.8704	-1.9319	-0.9945	-2.3222	0.313	0.794	0.534	0.521	0.324	-0.794	-0.797	0.526	-0.312
0.1336	30.153	118.261	-42.903	-23.4815	-12.7329	35.5828	-2.2535	-1.2690	-2.8758	0.312	0.792	0.537	0.520	0.328	-0.793	-0.798	0.526	-0.309
0.1337	30.414	113.971	-47.135	-23.6972	-12.8375	35.2893	-2.1570	-1.0463	-2.9347	0.311	0.790	0.540	0.519	0.333	-0.792	-0.799	0.527	-0.307
0.1338	31.847	107.675	-52.222	-23.8643	-12.9127	35.0504	-1.6717	-0.7520	-2.3891	0.310	0.788	0.544	0.519	0.337	-0.791	-0.800	0.527	-0.304
0.1339	33.359	105.084	-57.578	-24.0113	-12.9907	34.8804	-1.4697	-0.7796	-1.7001	0.309	0.786	0.547	0.518	0.341	-0.789	-0.801	0.527	-0.302
0.1340	35.004	107.909	-57.571	-24.1834	-13.0891	34.7505	-1.7213	-0.9846	-1.2991	0.309	0.784	0.550	0.517	0.345	-0.788	-0.801	0.527	-0.299
0.1341	34.281	111.770	-51.469	-24.3751	-13.1873	34.6092	-1.9168	-0.9812	-1.4132	0.308	0.783	0.553	0.516	0.349	-0.787	-0.802	0.527	-0.296
0.1342	31.418	113.646	-43.260	-24.5507	-13.2482	34.4048	-1.7559	-0.6093	-2.0436	0.307	0.781	0.556	0.515	0.353	-0.786	-0.803	0.528	-0.294
0.1343	32.847	115.303	-36.913	-24.6798	-13.2565	34.1223	-1.2910	-0.0834	-2.8249	0.306	0.779	0.559	0.514	0.357	-0.785	-0.804	0.528	-0.291
0.1344	42.095	117.452	-35.930	-24.7594	-13.2439	33.8035	-0.7959	0.1262	-3.1879	0.306	0.777	0.562	0.513	0.361	-0.783	-0.805	0.528	-0.288
0.1345	52.961	117.723	-39.693	-24.8225	-13.2628	33.5112	-0.6316	-0.1888	-2.9237	0.305	0.775	0.565	0.512	0.364	-0.782	-0.806	0.528	-0.286
0.1346	57.388	115.319	-41.749	-24.9067	-13.3259	33.2815	-0.8416	-0.6307	-2.2970	0.304	0.773	0.568	0.511	0.368	-0.781	-0.807	0.528	-0.283
0.1347	54.924	112.349	-36.734	-25.0196	-13.3952	33.1159	-1.1288	-0.6938	-1.6558	0.304	0.771	0.571	0.510	0.372	-0.780	-0.807	0.528	-0.280
0.1348	49.739	111.280	-27.033	-25.1442	-13.4416	32.9888	-1.2460	-0.4635	-1.2707	0.303	0.769	0.574	0.509	0.376	-0.779	-0.808	0.528	-0.278
0.1349	43.976	113.897	-22.525	-25.2701	-13.4933	32.8704	-1.2592	-0.5168	-1.1841	0.302	0.767	0.577	0.508	0.380	-0.778	-0.809	0.528	-0.275
0.1350	37.653	120.061	-28.330	-25.3910	-13.5862	32.7360	-1.2090	-0.9294	-1.3442	0.302	0.765	0.580	0.507	0.384	-0.776	-0.810	0.529	-0.272
0.1351	31.667	126.834	-36.941	-25.4864	-13.7010	32.5612	-0.9539	-1.1478	-1.7482	0.301	0.763	0.583	0.506	0.388	-0.775	-0.811	0.529	-0.269
0.1352	27.992	130.495	-41.321	-25.5557	-13.8020	32.3522	-0.6925	-1.0107	-2.0894	0.301	0.761	0.586	0.505	0.392	-0.774	-0.812	0.529	-0.267
0.1353	26.826	129.431	-41.544	-25.6373	-13.8864	32.1474	-0.8162	-0.8436	-2.0488	0.300	0.759	0.589	0.504	0.395	-0.773	-0.813	0.529	-0.264
0.1354	26.954	125.342	-35.920	-25.7453	-13.9682	31.9645	-1.0807	-0.8180	-1.8288	0.300	0.757	0.592	0.503	0.399	-0.771	-0.814	0.529	-0.261
0.1355	28.224	120.740	-23.047	-25.8309	-14.0511	31.7831	-0.8558	-0.8291	-1.8136	0.299	0.755	0.594	0.502	0.403	-0.770	-0.814	0.529	-0.258
0.1356	29.869	116.536	-9.514	-25.8515	-14.1211	31.5734	-0.2053	-0.7001	-2.0976	0.299	0.753	0.597	0.501	0.407	-0.769	-0.815	0.529	-0.255
0.1357	29.192	112.757	-1.552	-25.8144	-14.1561	31.3289	0.3706	-0.3495	-2.4442	0.298	0.751	0.600	0.499	0.410	-0.768	-0.816	0.529	-0.252
0.1358	25.347	109.620	2.037	-25.7470	-14.1529	31.0850	0.6742	0.0322	-2.4395	0.298	0.749	0.603	0.498	0.414	-0.767	-0.817	0.529	-0.250
0.1359	22.303	108.434	0.638	-25.6927	-14.1500	30.8917	0.5428	0.0290	-1.9327	0.298	0.747	0.606	0.497	0.418	-0.765	-0.818	0.529	-0.247
0.1360	23.862	110.104	-6.659	-25.6802	-14.1927	30.7490	0.1254	-0.4272	-1.4274	0.297	0.745	0.608	0.496	0.422	-0.764	-0.819	0.529	-0.244
0.1361	28.664	112.906	-11.629	-25.6723	-14.2762	30.5975	0.0790	-0.8353	-1.5150	0.297	0.743	0.611	0.495	0.425	-0.763	-0.820	0.529	-0.241
0.1362	34.257	115.006	-9.231	-25.6124	-14.3518	30.3924	0.5987	-0.7561	-2.0509	0.297	0.741	0.614	0.494	0.429	-0.762	-0.820	0.529	-0.238
0.1363	40.098	116.644	-8.314	-25.4866	-14.3740	30.1444	1.2575	-0.2219	-2.4801	0.296	0.739	0.616	0.492	0.432	-0.760	-0.821	0.529	-0.236
0.1364	44.796	117.604	-15.072	-25.3214	-14.3370	29.8865	1.6528	0.3697	-2.5792	0.296	0.737	0.619	0.491	0.436	-0.759	-0.822	0.529	-0.233
0.1365	46.293	116.240	-22.998	-25.1671	-14.2929	29.6465	1.5421	0.4413	-2.4001	0.296	0.735	0.622	0.490	0.440	-0.758	-0.823	0.529	-0.230
0.1366	44.150	112.618	-27.858	-25.0678	-14.3120	29.4449	0.9934	-0.1908	-2.0158	0.295	0.733	0.624	0.489	0.443	-0.757	-0.824	0.529	-0.227
0.1367	40.227	109.477	-32.286	-25.0205	-14.4068	29.2917	0.4735	-0.9486	-1.5320	0.295	0.731	0.627	0.488	0.447	-0.755	-0.825	0.529	-0.224
0.1368	39.040	109.333	-34.629	-24.9833	-14.5297	29.1873	0.3714	-1.2282	-1.0438	0.295	0.729	0.629	0.486	0.450	-0.754	-0.825	0.528	-0.222
0.1369	43.829	112.506	-32.072	-24.9215	-14.6303	29.1077	0.6177	-1.0064	-0.7963	0.295	0.726	0.632	0.485	0.453	-0.753	-0.826	0.528	-0.219
0.1370	50.709	116.899	-28.019	-24.8311	-14.6893	29.0041	0.9040	-0.5904	-1.0353	0.294	0.724	0.634	0.484	0.457	-0.751	-0.827	0.528	-0.216
0.1371	52.139	119.589	-25.736	-24.7203	-14.7228	28.8522	1.1088	-0.3343	-1.5195	0.294	0.722	0.637	0.483	0.460	-0.750	-0.828	0.528	-0.213
